LATENCY (ms)
136.90856
136.83375
106.913826
106.900585
111.55174
111.42563
111.30674
115.189782
115.177911
119.331241
119.319704
119.310389
123.465589
123.454515
127.612993
127.603066
94.285337
131.74984
165.88978
135.896374
135.887318
135.876485
140.30333
140.20851
144.174274
144.164311
144.156922
148.320437
114.978466
119.133796
119.123073
119.115722
123.271051
123.259385
127.421566
127.40951
94.127633
98.265036
98.24487
102.396328
135.695281
135.685595
139.846055
139.835888
143.992885
110.656617
110.643747
114.805224
114.798224
152.275284
118.945018
118.936017
123.9244
123.81921
127.239158
127.228714
127.221454
131.37758
131.368395
135.528928
135.521077
135.511298
139.666202
139.658832
143.815125
143.807217
143.799476
147.958602
114.63102
152.113876
118.776962
118.766869
122.924068
122.914513
127.70546
127.61639
127.5338
131.212042
131.203228
135.36615
118.691664
135.349502
122.841772
122.83229
126.992509
126.983954
126.976175
131.131246
131.124394
135.282001
135.275779
101.950216
106.108971
106.97434
110.255282
110.246801
110.239727
114.397223
114.390075
218.545095
168.537158
151.865394
156.24428
122.681346
126.837046
126.829897
126.828083
130.980615
130.973468
135.136556
135.129353
135.12363
139.285923
139.278719
143.43579
143.428586
143.422623
114.249704
114.243853
118.402441
118.395053
118.387626
122.550622
122.540197
126.706582
126.695174
126.691545
130.847504
130.838671
134.996445
134.992445
101.668159
105.82697
105.81697
109.982559
109.969281
109.959948
114.121056
114.113278
118.270996
118.267755
151.582226
155.74313
122.41064
159.90196
159.892664
159.882867
164.49252
130.708763
134.868203
134.861352
134.854667
139.15589
139.9274
143.169123
143.161715
143.157788
147.314397
147.311396
118.149532
118.140311
134.787351
155.615481
138.94544
143.106567
143.101604
143.96048
113.921351
147.248526
151.408263
151.402929
118.6044
122.221455
122.213529
126.378673
126.372174
126.366469
130.529466
130.521652
134.676703
101.351788
101.342288
138.827569
138.820828
142.98314
142.97327
109.640113
147.12897
147.123692
151.280003
151.276466
151.273818
155.427758
155.423443
159.584347
159.578162
93.142184
97.103087
97.9342
101.241713
101.23812
101.231288
105.383895
105.376432
109.540354
109.532743
109.52641
113.685628
113.679647
117.839365
117.830772
117.823883
